customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
877,252.0,2.0,2287.562,2,1,2,1.6,Churned
878,429.0,4.0,2598.7039999999997,1,3,2,2.2,At Risk
879,1095.0,0.0,0.0,1,1,1,1.0,Churned
880,164.0,6.0,4515.989,3,5,4,4.2,Champions
881,26.0,5.0,2715.221,5,4,2,3.4000000000000004,Loyal
882,54.0,7.0,6557.1435,4,5,4,4.4,Champions
883,100.0,5.0,16996.212,4,4,5,4.4,Champions
884,62.0,5.0,2990.3595,4,4,2,3.2,Potential
885,406.0,4.0,20045.6575,1,3,5,3.4000000000000004,Loyal
886,632.0,2.0,187.332,1,1,1,1.0,Churned
887,44.0,4.0,6717.109,5,3,5,4.2,Champions
888,1.0,5.0,4573.8655,5,4,4,4.2,Champions
889,9.0,7.0,5489.532499999999,5,5,4,4.6,Champions
890,118.0,8.0,16933.337499999998,3,5,5,4.6,Champions
891,61.0,5.0,8766.7495,4,4,5,4.4,Champions
892,207.0,4.0,3540.714,3,3,3,3.0000000000000004,Potential
893,1095.0,0.0,0.0,1,1,1,1.0,Churned
894,382.0,1.0,754.14,2,1,1,1.2000000000000002,Churned
895,22.0,4.0,4319.1695,5,3,3,3.4000000000000004,Loyal
896,8.0,2.0,2676.7795,5,1,2,2.2,At Risk
897,201.0,9.0,8810.4165,3,5,5,4.6,Champions
898,159.0,11.0,11379.7105,3,5,5,4.6,Champions
899,51.0,4.0,5164.9275,4,3,4,3.6,Loyal
900,86.0,2.0,1464.554,4,1,1,1.6,Churned
901,166.0,4.0,3295.9590000000003,3,3,3,3.0000000000000004,Potential
902,479.0,1.0,970.97,1,1,1,1.0,Churned
903,129.0,3.0,872.8815,3,2,1,1.8000000000000003,At Risk
904,521.0,5.0,3636.567,1,4,3,3.0,Potential
905,687.0,1.0,1218.33,1,1,1,1.0,Churned
906,33.0,7.0,15414.1965,5,5,5,5.0,Champions
907,169.0,3.0,1150.7115,3,2,1,1.8000000000000003,At Risk
908,107.0,5.0,5710.9905,4,4,4,4.0,Loyal
909,14.0,3.0,4243.8685000000005,5,2,3,3.0,Potential
910,520.0,1.0,842.51,1,1,1,1.0,Churned
911,77.0,2.0,2101.373,4,1,2,2.0,At Risk
912,50.0,6.0,7091.7635,4,5,5,4.8,Champions
913,95.0,5.0,5722.555,4,4,4,4.0,Loyal
914,209.0,2.0,1424.2475,3,1,1,1.4,Churned
915,156.0,6.0,6879.0105,3,5,5,4.6,Champions
916,63.0,8.0,17720.327,4,5,5,4.8,Champions
917,500.0,3.0,37396.18,1,2,5,3.0,Potential
918,437.0,3.0,4962.088,1,2,4,2.6,Potential
919,330.0,3.0,4151.539,2,2,3,2.4000000000000004,At Risk
920,31.0,5.0,9244.487500000001,5,4,5,4.6,Champions
921,16.0,8.0,6806.5315,5,5,5,5.0,Champions
922,263.0,4.0,3507.9610000000002,2,3,3,2.8000000000000003,Potential
923,99.0,3.0,3963.971,4,2,3,2.8000000000000003,Potential
924,163.0,3.0,3062.3514999999998,3,2,3,2.6000000000000005,Potential
925,40.0,4.0,3990.5690000000004,5,3,3,3.4000000000000004,Loyal
926,196.0,3.0,2124.0335,3,2,2,2.2,At Risk
927,38.0,3.0,1816.0645,5,2,2,2.6,Potential
928,82.0,3.0,4082.0705,4,2,3,2.8000000000000003,Potential
929,357.0,2.0,648.675,2,1,1,1.2000000000000002,Churned
930,301.0,5.0,8350.85,2,4,5,4.0,Loyal
931,158.0,3.0,2604.4205,3,2,2,2.2,At Risk
932,45.0,2.0,2390.014,5,1,2,2.2,At Risk
933,188.0,5.0,7009.0470000000005,3,4,5,4.2,Champions
934,431.0,3.0,1857.909,1,2,2,1.8,At Risk
935,296.0,2.0,2030.9025,2,1,2,1.6,Churned
936,34.0,2.0,526.292,5,1,1,1.7999999999999998,Churned
937,216.0,3.0,2927.07,2,2,2,2.0,At Risk
938,115.0,4.0,5940.283,3,3,4,3.4000000000000004,Loyal
939,1095.0,0.0,0.0,1,1,1,1.0,Churned
940,755.0,2.0,1108.5594999999998,1,1,1,1.0,Churned
941,101.0,3.0,1545.522,4,2,1,2.0,At Risk
942,1095.0,0.0,0.0,1,1,1,1.0,Churned
943,158.0,6.0,7328.818,3,5,5,4.6,Champions
944,144.0,1.0,467.51,3,1,1,1.4,Churned
945,81.0,5.0,7411.364,4,4,5,4.4,Champions
946,510.0,4.0,4023.7855,1,3,3,2.6000000000000005,Potential
947,934.0,1.0,268.3385,1,1,1,1.0,Churned
948,234.0,4.0,4071.6814999999997,2,3,3,2.8000000000000003,Potential
949,72.0,6.0,8357.0505,4,5,5,4.8,Champions
950,229.0,3.0,2314.1405000000004,2,2,2,2.0,At Risk
951,356.0,2.0,1943.51,2,1,2,1.6,Churned
952,308.0,6.0,7202.4075,2,5,5,4.4,Champions
953,118.0,7.0,9419.8525,3,5,5,4.6,Champions
954,45.0,1.0,2799.53,5,1,2,2.2,At Risk
955,332.0,3.0,5222.4025,2,2,4,2.8000000000000003,Potential
956,97.0,7.0,14088.9665,4,5,5,4.8,Champions
957,1.0,3.0,3923.5660000000003,5,2,3,3.0,Potential
958,129.0,2.0,4331.507,3,1,4,2.6,Potential
959,164.0,4.0,4519.387,3,3,4,3.4000000000000004,Loyal
960,279.0,5.0,7983.501,2,4,5,4.0,Loyal
961,56.0,3.0,2823.421,4,2,2,2.4000000000000004,At Risk
962,149.0,1.0,620.483,3,1,1,1.4,Churned
963,19.0,3.0,3358.72,5,2,3,3.0,Potential
964,207.0,3.0,4554.344,3,2,4,3.0,Potential
965,365.0,4.0,3998.0769999999998,2,3,3,2.8000000000000003,Potential
966,189.0,5.0,2986.679,3,4,2,3.0,Potential
967,354.0,3.0,4519.8925,2,2,4,2.8000000000000003,Potential
968,73.0,3.0,1734.8670000000002,4,2,2,2.4000000000000004,At Risk
969,295.0,6.0,5070.47,2,5,4,4.0,Loyal
970,18.0,5.0,4603.298,5,4,4,4.2,Champions
971,89.0,9.0,31688.4655,4,5,5,4.8,Champions
972,84.0,5.0,4535.4665,4,4,4,4.0,Loyal
973,261.0,2.0,1578.264,2,1,1,1.2000000000000002,Churned
974,172.0,6.0,7438.836,3,5,5,4.6,Champions
975,212.0,2.0,2604.119,3,1,2,1.8,At Risk
976,236.0,3.0,31646.038,2,2,5,3.2,Potential
977,58.0,6.0,6600.9115,4,5,5,4.8,Champions
978,97.0,4.0,5038.502,4,3,4,3.6,Loyal
979,83.0,3.0,3523.5775,4,2,3,2.8000000000000003,Potential
980,141.0,3.0,1783.443,3,2,2,2.2,At Risk
981,137.0,7.0,7945.6215,3,5,5,4.6,Champions
982,331.0,4.0,6748.234,2,3,5,3.6,Loyal
983,324.0,2.0,841.0224999999999,2,1,1,1.2000000000000002,Churned
984,277.0,3.0,4163.6885,2,2,3,2.4000000000000004,At Risk
985,10.0,3.0,3395.73,5,2,3,3.0,Potential
986,80.0,3.0,4469.348,4,2,4,3.2,Potential
987,26.0,3.0,4323.907,5,2,4,3.4000000000000004,Loyal
988,197.0,4.0,39292.6665,3,3,5,3.8000000000000003,Loyal
989,46.0,2.0,13605.612,5,1,5,3.4,Loyal
990,632.0,3.0,5104.951,1,2,4,2.6,Potential
991,128.0,3.0,3948.6915,3,2,3,2.6000000000000005,Potential
992,70.0,6.0,4742.718,4,5,4,4.4,Champions
993,287.0,3.0,1654.1200000000001,2,2,2,2.0,At Risk
994,139.0,3.0,4307.505,3,2,3,2.6000000000000005,Potential
995,383.0,6.0,8144.6955,2,5,5,4.4,Champions
996,103.0,3.0,3030.0969999999998,4,2,3,2.8000000000000003,Potential
997,90.0,4.0,4277.848,4,3,3,3.2,Potential
998,15.0,5.0,4087.8970000000004,5,4,3,3.8000000000000003,Loyal
999,141.0,3.0,7349.8550000000005,3,2,5,3.4000000000000004,Loyal
1000,85.0,3.0,2128.5165,4,2,2,2.4000000000000004,At Risk
1001,276.0,5.0,6826.8634999999995,2,4,5,4.0,Loyal
1002,147.0,7.0,9162.737500000001,3,5,5,4.6,Champions
1003,103.0,4.0,1851.3380000000002,4,3,2,2.8,Potential
1004,250.0,3.0,4242.6095,2,2,3,2.4000000000000004,At Risk
1005,13.0,2.0,3184.528,5,1,3,2.6,Potential
1006,367.0,3.0,4162.975,2,2,3,2.4000000000000004,At Risk
1007,78.0,6.0,37295.114499999996,4,5,5,4.8,Champions
1008,276.0,4.0,2001.3759999999997,2,3,2,2.4000000000000004,At Risk
1009,63.0,5.0,5703.226500000001,4,4,4,4.0,Loyal
1010,1095.0,0.0,0.0,1,1,1,1.0,Churned
1011,122.0,2.0,5636.96,3,1,4,2.6,Potential
1012,190.0,4.0,8978.232,3,3,5,3.8000000000000003,Loyal
1013,16.0,1.0,512.6600000000001,5,1,1,1.7999999999999998,Churned
1014,109.0,3.0,6014.9915,4,2,4,3.2,Potential
1015,30.0,5.0,10443.7405,5,4,5,4.6,Champions
1016,178.0,4.0,2599.006,3,3,2,2.6000000000000005,Potential
1017,78.0,1.0,906.9340000000001,4,1,1,1.6,Churned
1018,570.0,1.0,133.13,1,1,1,1.0,Churned
1019,692.0,1.0,1062.1505,1,1,1,1.0,Churned
1020,363.0,4.0,4336.057,2,3,4,3.2,Potential
1021,304.0,3.0,4947.261,2,2,4,2.8000000000000003,Potential
1022,52.0,3.0,3258.978,4,2,3,2.8000000000000003,Potential
1023,300.0,6.0,5601.1635,2,5,4,4.0,Loyal
1024,1095.0,0.0,0.0,1,1,1,1.0,Churned
1025,25.0,5.0,6679.3295,5,4,5,4.6,Champions
1026,164.0,4.0,933.7905,3,3,1,2.2,At Risk
1027,76.0,1.0,456.96,4,1,1,1.6,Churned
1028,1008.0,1.0,261.44949999999994,1,1,1,1.0,Churned
1029,82.0,2.0,2362.667,4,1,2,2.0,At Risk
1030,1.0,7.0,7190.1915,5,5,5,5.0,Champions
1031,5.0,4.0,2722.2065000000002,5,3,2,3.0,Potential
1032,885.0,2.0,1537.8315,1,1,1,1.0,Churned
1033,250.0,3.0,274.301,2,2,1,1.6,Churned
1034,354.0,3.0,4453.067999999999,2,2,4,2.8000000000000003,Potential
1035,131.0,7.0,10882.5595,3,5,5,4.6,Champions
1036,56.0,6.0,36344.966499999995,4,5,5,4.8,Champions
1037,43.0,4.0,5144.114,5,3,4,3.8000000000000003,Loyal
1038,181.0,3.0,2124.214,3,2,2,2.2,At Risk
1039,57.0,5.0,5677.098,4,4,4,4.0,Loyal
1040,25.0,3.0,3691.6414999999997,5,2,3,3.0,Potential
1041,94.0,3.0,3796.863,4,2,3,2.8000000000000003,Potential
1042,33.0,3.0,4220.3240000000005,5,2,3,3.0,Potential
1043,134.0,8.0,6570.0205,3,5,4,4.2,Champions
1044,85.0,6.0,5006.951,4,5,4,4.4,Champions
1045,152.0,4.0,4179.1055,3,3,3,3.0000000000000004,Potential
1046,450.0,1.0,274.11,1,1,1,1.0,Churned
1047,944.0,1.0,1779.14,1,1,2,1.4000000000000001,Churned
1048,21.0,4.0,4445.5485,5,3,4,3.8000000000000003,Loyal
1049,764.0,4.0,3752.8810000000003,1,3,3,2.6000000000000005,Potential
1050,97.0,4.0,2784.1695,4,3,2,2.8,Potential
1051,915.0,3.0,2030.352,1,2,2,1.8,At Risk
1052,355.0,5.0,6045.0085,2,4,4,3.6,Loyal
1053,556.0,3.0,3455.16,1,2,3,2.2,At Risk
1054,496.0,3.0,2402.214,1,2,2,1.8,At Risk
1055,637.0,2.0,2855.82,1,1,2,1.4000000000000001,Churned
1056,81.0,2.0,4931.07,4,1,4,2.8000000000000003,Potential
1057,295.0,3.0,3136.6205,2,2,3,2.4000000000000004,At Risk
1058,478.0,7.0,9993.6455,1,5,5,4.2,Champions
1059,367.0,1.0,590.8525,2,1,1,1.2000000000000002,Churned
1060,351.0,4.0,2981.0515,2,3,2,2.4000000000000004,At Risk
1061,951.0,1.0,568.746,1,1,1,1.0,Churned
1062,90.0,4.0,3510.018,4,3,3,3.2,Potential
1063,42.0,1.0,1556.8694999999998,5,1,1,1.7999999999999998,Churned
1064,136.0,6.0,6125.1975,3,5,4,4.2,Champions
1065,1095.0,0.0,0.0,1,1,1,1.0,Churned
1066,78.0,5.0,6940.07,4,4,5,4.4,Champions
1067,424.0,1.0,13474.644,1,1,5,2.6,Potential
1068,63.0,3.0,1869.729,4,2,2,2.4000000000000004,At Risk
1069,510.0,1.0,2195.03,1,1,2,1.4000000000000001,Churned
1070,22.0,6.0,4940.457,5,5,4,4.6,Champions
1071,24.0,2.0,9188.233500000002,5,1,5,3.4,Loyal
1072,136.0,2.0,1368.168,3,1,1,1.4,Churned
1073,59.0,5.0,8109.105,4,4,5,4.4,Champions
1074,147.0,5.0,4556.9155,3,4,4,3.8000000000000003,Loyal
1075,74.0,5.0,17118.9335,4,4,5,4.4,Champions
1076,506.0,5.0,2803.554,1,4,2,2.6,Potential
1077,165.0,2.0,3212.733,3,1,3,2.2,At Risk
1078,92.0,3.0,2604.0495,4,2,2,2.4000000000000004,At Risk
1079,82.0,2.0,1418.924,4,1,1,1.6,Churned
1080,494.0,1.0,1204.4814999999999,1,1,1,1.0,Churned
1081,345.0,3.0,5414.064,2,2,4,2.8000000000000003,Potential
1082,143.0,3.0,2274.449,3,2,2,2.2,At Risk
1083,884.0,1.0,3968.7484999999997,1,1,3,1.8000000000000003,At Risk
1084,586.0,2.0,2893.108,1,1,2,1.4000000000000001,Churned
1085,22.0,8.0,11628.786,5,5,5,5.0,Champions
1086,558.0,2.0,1659.792,1,1,2,1.4000000000000001,Churned
1087,347.0,1.0,1538.8854999999999,2,1,1,1.2000000000000002,Churned
1088,420.0,2.0,2625.02,1,1,2,1.4000000000000001,Churned
1089,1095.0,0.0,0.0,1,1,1,1.0,Churned
1090,770.0,2.0,501.42,1,1,1,1.0,Churned
1091,121.0,5.0,4130.953,3,4,3,3.4000000000000004,Loyal
1092,109.0,9.0,8127.8144999999995,4,5,5,4.8,Champions
1093,86.0,4.0,3923.2084999999997,4,3,3,3.2,Potential
1094,171.0,5.0,4701.859,3,4,4,3.8000000000000003,Loyal
1095,635.0,2.0,861.813,1,1,1,1.0,Churned
1096,147.0,1.0,372.49300000000005,3,1,1,1.4,Churned
1097,269.0,6.0,8593.988,2,5,5,4.4,Champions
1098,60.0,4.0,24989.227,4,3,5,4.0,Loyal
1099,88.0,4.0,4617.6415,4,3,4,3.6,Loyal
1100,2.0,8.0,10039.9795,5,5,5,5.0,Champions
1101,38.0,4.0,2690.776,5,3,2,3.0,Potential
1102,346.0,1.0,1054.1009999999999,2,1,1,1.2000000000000002,Churned
1103,54.0,3.0,4657.1025,4,2,4,3.2,Potential
1104,9.0,4.0,13215.824,5,3,5,4.2,Champions
1105,176.0,5.0,3685.4939999999997,3,4,3,3.4000000000000004,Loyal
1106,37.0,4.0,2661.3849999999998,5,3,2,3.0,Potential
1107,235.0,2.0,1782.6855,2,1,2,1.6,Churned
1108,18.0,4.0,4290.892,5,3,3,3.4000000000000004,Loyal
1109,77.0,6.0,5953.917,4,5,4,4.4,Champions
1110,964.0,1.0,127.57,1,1,1,1.0,Churned
1111,69.0,5.0,5794.7315,4,4,4,4.0,Loyal
1112,371.0,3.0,1283.5615,2,2,1,1.6,Churned
1113,609.0,2.0,1524.645,1,1,1,1.0,Churned
1114,144.0,5.0,3265.0170000000003,3,4,3,3.4000000000000004,Loyal
1115,13.0,4.0,4014.21,5,3,3,3.4000000000000004,Loyal
1116,11.0,4.0,2740.436,5,3,2,3.0,Potential
1117,508.0,2.0,1842.718,1,1,2,1.4000000000000001,Churned
1118,320.0,2.0,4181.458,2,1,3,2.0,At Risk
1119,114.0,1.0,583.528,3,1,1,1.4,Churned
1120,658.0,4.0,7770.243,1,3,5,3.4000000000000004,Loyal
1121,249.0,1.0,631.35,2,1,1,1.2000000000000002,Churned
1122,430.0,1.0,829.9360000000001,1,1,1,1.0,Churned
1123,29.0,3.0,2554.0515,5,2,2,2.6,Potential
1124,79.0,3.0,4398.7845,4,2,4,3.2,Potential
1125,601.0,3.0,3093.592,1,2,3,2.2,At Risk
1126,58.0,4.0,11781.3655,4,3,5,4.0,Loyal
1127,356.0,6.0,32462.883,2,5,5,4.4,Champions
1128,70.0,3.0,3303.3455000000004,4,2,3,2.8000000000000003,Potential
1129,108.0,4.0,2418.8940000000002,4,3,2,2.8,Potential
1130,297.0,3.0,4943.5289999999995,2,2,4,2.8000000000000003,Potential
1131,151.0,5.0,3982.704,3,4,3,3.4000000000000004,Loyal
1132,72.0,1.0,1470.3579999999997,4,1,1,1.6,Churned
1133,39.0,7.0,8906.477,5,5,5,5.0,Champions
1134,69.0,7.0,8228.2385,4,5,5,4.8,Champions
1135,24.0,2.0,1870.5404999999998,5,1,2,2.2,At Risk
1136,0.0,4.0,3704.681,5,3,3,3.4000000000000004,Loyal
1137,577.0,2.0,1241.142,1,1,1,1.0,Churned
1138,112.0,6.0,7736.9835,3,5,5,4.6,Champions
1139,48.0,4.0,6871.6645,4,3,5,4.0,Loyal
1140,153.0,2.0,5305.7029999999995,3,1,4,2.6,Potential
1141,170.0,3.0,5163.8985,3,2,4,3.0,Potential
1142,1.0,5.0,4793.0,5,4,4,4.2,Champions
1143,110.0,5.0,6351.5644999999995,3,4,4,3.8000000000000003,Loyal
1144,368.0,2.0,2201.2075,2,1,2,1.6,Churned
1145,78.0,4.0,4352.967000000001,4,3,4,3.6,Loyal
1146,79.0,5.0,6621.2325,4,4,5,4.4,Champions
1147,434.0,2.0,1967.9759999999999,1,1,2,1.4000000000000001,Churned
1148,180.0,4.0,3541.1245,3,3,3,3.0000000000000004,Potential
1149,115.0,5.0,4587.6105,3,4,4,3.8000000000000003,Loyal
1150,32.0,2.0,3028.194,5,1,3,2.6,Potential
1151,26.0,5.0,4402.9975,5,4,4,4.2,Champions
1152,1095.0,0.0,0.0,1,1,1,1.0,Churned
1153,559.0,3.0,3406.5655,1,2,3,2.2,At Risk
1154,0.0,6.0,5644.562,5,5,4,4.6,Champions
1155,315.0,3.0,3034.489,2,2,3,2.4000000000000004,At Risk
1156,361.0,3.0,3592.84,2,2,3,2.4000000000000004,At Risk
1157,1095.0,0.0,0.0,1,1,1,1.0,Churned
1158,804.0,4.0,6932.342000000001,1,3,5,3.4000000000000004,Loyal
1159,121.0,2.0,2791.9665,3,1,2,1.8,At Risk
1160,23.0,4.0,1063.07,5,3,1,2.6,Potential
1161,390.0,1.0,567.69,2,1,1,1.2000000000000002,Churned
1162,516.0,3.0,3039.973,1,2,3,2.2,At Risk
1163,5.0,6.0,8234.629,5,5,5,5.0,Champions
1164,228.0,4.0,2738.3625,2,3,2,2.4000000000000004,At Risk
1165,362.0,2.0,2753.69,2,1,2,1.6,Churned
1166,186.0,4.0,5753.6255,3,3,4,3.4000000000000004,Loyal
1167,1.0,6.0,7019.1755,5,5,5,5.0,Champions
1168,409.0,1.0,2524.9945,1,1,2,1.4000000000000001,Churned
1169,306.0,1.0,2151.9269999999997,2,1,2,1.6,Churned
1170,924.0,1.0,473.03049999999996,1,1,1,1.0,Churned
1171,131.0,8.0,10131.795,3,5,5,4.6,Champions
1172,265.0,2.0,1653.23,2,1,2,1.6,Churned
1173,179.0,5.0,3742.343,3,4,3,3.4000000000000004,Loyal
1174,2.0,5.0,1979.9910000000002,5,4,2,3.4000000000000004,Loyal
1175,722.0,2.0,1165.78,1,1,1,1.0,Churned
1176,541.0,3.0,2790.217,1,2,2,1.8,At Risk
1177,341.0,4.0,4857.949,2,3,4,3.2,Potential
1178,853.0,1.0,314.57649999999995,1,1,1,1.0,Churned
1179,471.0,5.0,3420.0299999999997,1,4,3,3.0,Potential
1180,139.0,7.0,47277.55300000001,3,5,5,4.6,Champions
1181,298.0,3.0,2680.4665,2,2,2,2.0,At Risk
1182,251.0,5.0,4362.1115,2,4,4,3.6,Loyal
1183,6.0,3.0,2906.344,5,2,2,2.6,Potential
1184,449.0,3.0,5242.531,1,2,4,2.6,Potential
1185,539.0,2.0,3991.6875,1,1,3,1.8000000000000003,At Risk
1186,48.0,4.0,3679.2705,4,3,3,3.2,Potential
1187,162.0,7.0,11075.7655,3,5,5,4.6,Champions
1188,122.0,5.0,7245.91,3,4,5,4.2,Champions
1189,528.0,3.0,2999.029,1,2,2,1.8,At Risk
1190,73.0,5.0,2523.1925,4,4,2,3.2,Potential
1191,75.0,3.0,4733.532,4,2,4,3.2,Potential
1192,197.0,2.0,1985.2965,3,1,2,1.8,At Risk
1193,237.0,3.0,3089.114,2,2,3,2.4000000000000004,At Risk
1194,1.0,3.0,2418.5634999999997,5,2,2,2.6,Potential
1195,359.0,1.0,1372.416,2,1,1,1.2000000000000002,Churned
1196,121.0,1.0,594.99,3,1,1,1.4,Churned
1197,364.0,2.0,1229.3385,2,1,1,1.2000000000000002,Churned
1198,30.0,6.0,6956.852,5,5,5,5.0,Champions
1199,252.0,4.0,10150.555,2,3,5,3.6,Loyal
1200,206.0,2.0,1144.41,3,1,1,1.4,Churned
1201,60.0,5.0,7869.536,4,4,5,4.4,Champions
1202,162.0,1.0,227.31,3,1,1,1.4,Churned
1203,163.0,4.0,3056.0,3,3,3,3.0000000000000004,Potential
1204,112.0,5.0,2870.6895,3,4,2,3.0,Potential
1205,109.0,2.0,2718.468,4,1,2,2.0,At Risk
1206,83.0,3.0,36787.025499999996,4,2,5,3.6,Loyal
1207,433.0,4.0,6395.91,1,3,4,3.0,Potential
1208,136.0,2.0,7408.582,3,1,5,3.0,Potential
1209,0.0,5.0,1592.4535,5,4,1,3.0,Potential
1210,234.0,6.0,3840.092,2,5,3,3.6,Loyal
1211,112.0,4.0,2537.747,3,3,2,2.6000000000000005,Potential
1212,130.0,10.0,12344.8135,3,5,5,4.6,Champions
1213,2.0,2.0,1748.442,5,1,2,2.2,At Risk
1214,176.0,6.0,9714.2535,3,5,5,4.6,Champions
1215,688.0,2.0,3082.076,1,1,3,1.8000000000000003,At Risk
1216,69.0,4.0,1430.509,4,3,1,2.4,At Risk
1217,141.0,5.0,79992.056,3,4,5,4.2,Champions
1218,78.0,7.0,12493.61,4,5,5,4.8,Champions
1219,2.0,2.0,1152.705,5,1,1,1.7999999999999998,Churned
1220,158.0,4.0,5048.731,3,3,4,3.4000000000000004,Loyal
1221,16.0,2.0,4519.8875,5,1,4,3.0,Potential
1222,192.0,1.0,185.9035,3,1,1,1.4,Churned
1223,152.0,9.0,11153.264,3,5,5,4.6,Champions
1224,41.0,4.0,1142.6215,5,3,1,2.6,Potential
1225,64.0,6.0,7751.606,4,5,5,4.8,Champions
1226,68.0,2.0,2250.234,4,1,2,2.0,At Risk
1227,468.0,3.0,4988.5419999999995,1,2,4,2.6,Potential
1228,6.0,4.0,5863.354,5,3,4,3.8000000000000003,Loyal
1229,494.0,1.0,1372.272,1,1,1,1.0,Churned
1230,52.0,4.0,4499.4105,4,3,4,3.6,Loyal
1231,52.0,6.0,8244.1415,4,5,5,4.8,Champions
1232,313.0,7.0,3705.72,2,5,3,3.6,Loyal
1233,49.0,6.0,6956.6925,4,5,5,4.8,Champions
1234,0.0,2.0,3189.9085000000005,5,1,3,2.6,Potential
1235,29.0,4.0,4851.594,5,3,4,3.8000000000000003,Loyal
1236,1094.0,1.0,121.19149999999999,1,1,1,1.0,Churned
1237,14.0,5.0,5047.6875,5,4,4,4.2,Champions
1238,105.0,2.0,3065.0254999999997,4,1,3,2.4000000000000004,At Risk
1239,800.0,4.0,3904.9035000000003,1,3,3,2.6000000000000005,Potential
1240,466.0,1.0,618.69,1,1,1,1.0,Churned
1241,283.0,5.0,5456.4395,2,4,4,3.6,Loyal
1242,278.0,3.0,3616.5924999999997,2,2,3,2.4000000000000004,At Risk
1243,222.0,3.0,4157.6655,2,2,3,2.4000000000000004,At Risk
1244,68.0,7.0,7112.6665,4,5,5,4.8,Champions
1245,56.0,4.0,10913.984,4,3,5,4.0,Loyal
1246,85.0,2.0,13390.2425,4,1,5,3.2,Potential
1247,476.0,5.0,5501.9710000000005,1,4,4,3.4000000000000004,Loyal
1248,315.0,2.0,1143.456,2,1,1,1.2000000000000002,Churned
1249,62.0,2.0,3527.7505,4,1,3,2.4000000000000004,At Risk
1250,126.0,3.0,1343.708,3,2,1,1.8000000000000003,At Risk
1251,49.0,2.0,1947.7910000000002,4,1,2,2.0,At Risk
1252,61.0,3.0,2442.1805000000004,4,2,2,2.4000000000000004,At Risk
1253,297.0,2.0,1657.3600000000001,2,1,2,1.6,Churned
1254,189.0,4.0,4764.0265,3,3,4,3.4000000000000004,Loyal
1255,709.0,1.0,607.36,1,1,1,1.0,Churned
1256,373.0,5.0,3202.0190000000002,2,4,3,3.2,Potential
1257,681.0,4.0,3928.875,1,3,3,2.6000000000000005,Potential
1258,27.0,3.0,4914.7080000000005,5,2,4,3.4000000000000004,Loyal
1259,33.0,4.0,95535.57500000001,5,3,5,4.2,Champions
1260,19.0,6.0,7259.295,5,5,5,5.0,Champions
1261,1095.0,0.0,0.0,1,1,1,1.0,Churned
1262,660.0,1.0,1834.962,1,1,2,1.4000000000000001,Churned
1263,154.0,7.0,14417.666000000001,3,5,5,4.6,Champions
1264,0.0,6.0,5800.3060000000005,5,5,4,4.6,Champions
1265,367.0,7.0,8530.7695,2,5,5,4.4,Champions
1266,6.0,4.0,5095.664,5,3,4,3.8000000000000003,Loyal
1267,75.0,2.0,1710.1335,4,1,2,2.0,At Risk
1268,218.0,3.0,3042.38,2,2,3,2.4000000000000004,At Risk
1269,17.0,4.0,6020.416,5,3,4,3.8000000000000003,Loyal
1270,35.0,3.0,4423.338,5,2,4,3.4000000000000004,Loyal
1271,145.0,4.0,3382.377,3,3,3,3.0000000000000004,Potential
1272,125.0,4.0,3288.218,3,3,3,3.0000000000000004,Potential
1273,69.0,3.0,2345.5635,4,2,2,2.4000000000000004,At Risk
1274,435.0,4.0,6194.776,1,3,4,3.0,Potential
1275,129.0,1.0,596.48,3,1,1,1.4,Churned
1276,3.0,2.0,1165.6399999999999,5,1,1,1.7999999999999998,Churned
1277,101.0,4.0,5058.452499999999,4,3,4,3.6,Loyal
1278,301.0,3.0,2968.878,2,2,2,2.0,At Risk
1279,439.0,2.0,1089.259,1,1,1,1.0,Churned
1280,37.0,2.0,1706.9785000000002,5,1,2,2.2,At Risk
1281,15.0,3.0,1387.936,5,2,1,2.2,At Risk
1282,52.0,3.0,3599.8265,4,2,3,2.8000000000000003,Potential
1283,119.0,6.0,5499.6505,3,5,4,4.2,Champions
1284,161.0,5.0,5360.183,3,4,4,3.8000000000000003,Loyal
1285,113.0,2.0,1561.0795,3,1,1,1.4,Churned
1286,43.0,2.0,1066.3029999999999,5,1,1,1.7999999999999998,Churned
1287,32.0,3.0,3135.6385,5,2,3,3.0,Potential
1288,356.0,1.0,478.17299999999994,2,1,1,1.2000000000000002,Churned
1289,36.0,4.0,5764.973,5,3,4,3.8000000000000003,Loyal
1290,771.0,3.0,5812.2970000000005,1,2,4,2.6,Potential
1291,4.0,7.0,7579.2935,5,5,5,5.0,Champions
1292,86.0,4.0,2648.4525,4,3,2,2.8,Potential
1293,434.0,1.0,933.6780000000001,1,1,1,1.0,Churned
1294,465.0,2.0,3092.215,1,1,3,1.8000000000000003,At Risk
1295,105.0,1.0,150.1,4,1,1,1.6,Churned
1296,23.0,2.0,2683.8305,5,1,2,2.2,At Risk
1297,667.0,2.0,1983.005,1,1,2,1.4000000000000001,Churned
1298,210.0,3.0,2135.738,3,2,2,2.2,At Risk
1299,311.0,5.0,5112.8155,2,4,4,3.6,Loyal
1300,60.0,6.0,8504.5425,4,5,5,4.8,Champions
1301,1095.0,0.0,0.0,1,1,1,1.0,Churned
1302,41.0,4.0,3486.4915,5,3,3,3.4000000000000004,Loyal
1303,522.0,1.0,156.75,1,1,1,1.0,Churned
